Subject,Relationship,Object
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),is_located_at,"5901 East 7th Street, Long Beach, CA 90822"
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),url_is_located_at,"https://www.google.com/maps/?q=5901+East+7th+Street,+Long+Beach,+CA+90822/"
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),eligibility_is,"If you served in the active military, naval or air service and are separated under any condition other than dishonorable, you may qualify for VA health care benefits. Current and former members of the Reserves or National Guard who were called to active duty (other than for training only) by a federal order and completed the full period for which they were called or ordered to active duty may be eligible for VA health care as well."
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),eligibility_is,Must have sustained a spinal cord injury or have a stable neurologic impairment of the spinal cord.
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),has_an_availability_status_of,available
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),description_is,"The Spinal Cord Injuries and Disorders (SCI/D) System of Care provides a coordinated life-long continuum of services for Veterans with a spinal cord injury or disorder. VA serves Veterans in a convenient and connected network that delivers care for each phase of life. Each of the SCI/D Centers has highly trained and experienced providers that provide care so that Veterans can achieve the highest possible independence, quality of life, and productivity. This program provides: - Primary and ongoing medical care- Durable medical equipment- Prosthetics and orthotics- Medications and supplies- Long-term care- Telehealth services- Respite care- Home care- Peer activities and counseling- Driver training- Vocational and acute rehabilitation- Psychology services- Physical, respiratory, recreation therapy- Speech and language pathology- Urological management- Electrodiagnostic services- Chaplain servicesContact the closest SCI/D Center for more information on SCI/D care in VA. You must be enrolled in VA Healthcare Benefits to receive these services. If you are not already enrolled, you can complete an application online and submit it online or print the form and mail or bring it to our center."
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),speaks,English
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),costs,Free
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),has_Google_Reviews,TRUE
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),facebook_is,https://www.facebook.com/VeteransAffairs
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),twitter_is,https://www.twitter.com/https://www.twitter.com/DeptVetAffairs/
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),covers,This program covers residents of All US states and territories.
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),latitude_is,33.777569
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),longitude_is,-118.1189428
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),zipcode_is,90822.0
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),24hours_status_is,TRUE
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),offers,Shelter
Counseling Services (South Coast Family Services),main_services_are,mental health care
Counseling Services (South Coast Family Services),main_services_are,counseling
Counseling Services (South Coast Family Services),main_services_are,family counseling
Counseling Services (South Coast Family Services),main_services_are,individual counseling
Counseling Services (South Coast Family Services),main_services_are,virtual support
Counseling Services (South Coast Family Services),serves,adults
Counseling Services (South Coast Family Services),serves,young adults
Counseling Services (South Coast Family Services),serves,teens
Counseling Services (South Coast Family Services),serves,children
Counseling Services (South Coast Family Services),serves,seniors
Counseling Services (South Coast Family Services),serves,grieving
Counseling Services (South Coast Family Services),serves,individuals
Counseling Services (South Coast Family Services),serves,families
Counseling Services (South Coast Family Services),serves,low-income
Counseling Services (South Coast Family Services),serves,all mental health
Counseling Services (South Coast Family Services),phone_number_is,310-831-1967
Counseling Services (South Coast Family Services),website_is,https://southcoastfamilyservices.com/
Counseling Services (South Coast Family Services),is_located_at,"1891 North Gaffey Street, Los Angeles, CA 90731"
Counseling Services (South Coast Family Services),url_is_located_at,"https://www.google.com/maps/?q=1891+North+Gaffey+Street,+Los+Angeles,+CA+90731/"
Counseling Services (South Coast Family Services),has_an_availability_status_of,available
Counseling Services (South Coast Family Services),description_is,"South Coast Family Services’s Counseling Services help people learn how to deal more effectively with situations in their lives such as depression, addiction and substance abuse, stress, problems with self- esteem, grief, issues related to mental and emotional health, and relational problems.This program provides:- Individual counseling- Couples therapy- Family counseling"
Counseling Services (South Coast Family Services),speaks,English
Counseling Services (South Coast Family Services),costs,Sliding Scale
Counseling Services (South Coast Family Services),has_Google_Reviews,TRUE
Counseling Services (South Coast Family Services),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Counseling Services (South Coast Family Services),latitude_is,33.7619607
Counseling Services (South Coast Family Services),longitude_is,-118.2940153
Counseling Services (South Coast Family Services),zipcode_is,90731.0
Counseling Services (South Coast Family Services),24hours_status_is,FALSE
Counseling Services (South Coast Family Services),Monday's_time_open,11:00AM – 20:00PM
Counseling Services (South Coast Family Services),Tuesday's_time_open,11:00AM – 20:00PM
Counseling Services (South Coast Family Services),Wednesday's_time_open,11:00AM – 20:00PM
Counseling Services (South Coast Family Services),Thursday's_time_open,11:00AM – 20:00PM
Counseling Services (South Coast Family Services),Friday's_time_open,11:00AM – 20:00PM
Counseling Services (South Coast Family Services),Saturday's_time_open,Closed
Counseling Services (South Coast Family Services),Sunday's_time_open,Closed
Counseling Services (South Coast Family Services),offers,Shelter
Behavioral Health (Emanate Health),main_services_are,mental health care
Behavioral Health (Emanate Health),serves,adults 18+
Behavioral Health (Emanate Health),serves,autism
Behavioral Health (Emanate Health),serves,benefit recipients
Behavioral Health (Emanate Health),serves,depression
Behavioral Health (Emanate Health),serves,bipolar
Behavioral Health (Emanate Health),serves,anxiety
Behavioral Health (Emanate Health),serves,ptsd
Behavioral Health (Emanate Health),serves,substance dependency
Behavioral Health (Emanate Health),phone_number_is,6263317331
Behavioral Health (Emanate Health),website_is,https://www.emanatehealth.org/services/behavioral-health/
Behavioral Health (Emanate Health),is_located_at,"210 West San Bernardino Road, Covina, CA 91723"
Behavioral Health (Emanate Health),url_is_located_at,"https://www.google.com/maps/?q=210+West+San+Bernardino+Road,+Covina,+CA+91723/"
Behavioral Health (Emanate Health),eligibility_is,Must have Medicare.
Behavioral Health (Emanate Health),has_an_availability_status_of,available
Behavioral Health (Emanate Health),description_is,"Our behavioral health team can provide the mental health treatment you need to get back to living a happier, healthier life.We provide:- Mental health careSome of the mental health conditions we treat include:- Anxiety- Autism- Bipolar disorder- Depression- Post-traumatic stress disorder- Schizophrenia and psychotic disorders- Substance abuse disordersEmanate Health accepts Medicare."
Behavioral Health (Emanate Health),speaks,English
Behavioral Health (Emanate Health),costs,Reduced Cost
Behavioral Health (Emanate Health),has_Google_Reviews,TRUE
Behavioral Health (Emanate Health),facebook_is,https://www.facebook.com/EmanateHealthNow/
Behavioral Health (Emanate Health),twitter_is,https://www.twitter.com/@EmanateHealth_
Behavioral Health (Emanate Health),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Behavioral Health (Emanate Health),latitude_is,34.088021
Behavioral Health (Emanate Health),longitude_is,-117.893412
Behavioral Health (Emanate Health),zipcode_is,91723.0
Behavioral Health (Emanate Health),24hours_status_is,FALSE
Behavioral Health (Emanate Health),Monday's_time_open,11:00AM – 20:00PM
Behavioral Health (Emanate Health),Tuesday's_time_open,11:00AM – 20:00PM
Behavioral Health (Emanate Health),Wednesday's_time_open,11:00AM – 20:00PM
Behavioral Health (Emanate Health),Thursday's_time_open,11:00AM – 20:00PM
Behavioral Health (Emanate Health),Friday's_time_open,11:00AM – 20:00PM
Behavioral Health (Emanate Health),Saturday's_time_open,Closed
Behavioral Health (Emanate Health),Sunday's_time_open,Closed
Behavioral Health (Emanate Health),offers,Shelter
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),main_services_are,counseling
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),main_services_are,understand government programs
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),main_services_are,help fill out forms
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),serves,all ages
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),serves,low-income
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),phone_number_is,866-696-3842
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),website_is,https://nevhc.org/insurance/enrollment-assistance/
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),is_located_at,"1172 N Maclay Ave, San Fernando, CA 91340"
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),url_is_located_at,"https://www.google.com/maps/?q=1172+N+Maclay+Ave,+San+Fernando,+CA+91340/"
Insurance Enrollment Assistance (Northeast Valley Health Corporation (NEVHC)),eligibility_is,"To qualify for Medi-Cal one must be either  low-income adult, families with children, seniors, persons with disabilities, children in foster care as well as former foster youth up to age 26 or pregnant women."
